run,final_energy,time
1,-1.8283627442790227,4.800708400085568
2,-1.8141154069318353,4.848803500062786
3,-1.845281990908059,4.725033800001256
4,-1.8306344767688947,4.82133479998447
5,-1.830694448330956,4.8312210000585765
6,-1.8297389967245299,4.716326300054789
7,-1.5802298685951002,4.841678499942645
8,-1.8354103759565923,4.711200500023551
9,-1.824692124925446,4.841743599972688
10,-1.8355970291595385,4.709862400079146
11,-1.8338787796036906,4.880650399951264
12,-1.8239210018696133,4.869597399956547
13,-1.8317777374605497,4.72331699996721
14,-1.8378625272290463,4.843343900050968
15,-1.758832413544777,4.726403800072148
16,-1.6801532046251613,4.8548231999157
17,-1.8293921715542376,4.740920300013386
18,-1.8297940940449864,4.85477550001815
19,-1.8397575001091668,4.870769300032407
20,-1.8153135700762866,4.743123600026593
21,-1.837449832596276,4.859152300050482
22,-1.8401998800387158,4.7274860999314114
23,-1.8370576192179675,4.840297400020063
24,-1.8201386254980318,4.727990299928933
25,-1.8385239962571946,4.892752900021151
26,-1.8243964462538482,4.859914799919352
27,-1.83946953132357,4.71090780000668
28,-1.835632622719235,4.848643600009382
29,-1.832139291633312,4.7460401999996975
30,-1.8401453010241757,4.85235330008436
31,-1.8277410522418287,4.865318800089881
32,-1.835851814217717,4.734030100051314
33,-1.8387874510201685,4.864898099913262
34,-1.8215313314351758,4.748394800000824
35,-1.8077483908138892,4.835330500034615
36,-1.8097373461284956,4.728072400088422
37,-1.826830818966655,4.86499500006903
38,-1.7705667994123033,4.876780199934728
39,-1.829373242798232,4.718431900022551
40,-1.8291785381781442,4.878267600084655
41,-1.8165488403899657,4.7368597000604495
42,-1.8275243753785453,4.869744299910963
43,-1.7964771775589021,4.730638600070961
44,-1.847904124242581,4.8667319000232965
45,-1.8176994671797033,4.87854539998807
46,-1.837901605690426,4.735633900039829
47,-1.8059061035188135,4.8630235000746325
48,-1.8315679968732943,4.7267356000375
49,-1.8075814280093054,4.864163300022483
50,-1.8385873968222894,4.866982600069605
51,-1.8363029461406577,4.871010400005616
52,-1.8393642906685828,4.85972359997686
53,-1.8317401663539106,4.730995499994606
54,-1.8323546229931753,4.845990199944936
55,-1.8443098714875046,4.729254700010642
56,-1.841534115178791,4.853455399977975
57,-1.842808671264465,4.864352599950507
58,-1.8311987704010646,4.70734129997436
59,-1.8332287671864596,4.858868299983442
60,-1.8396522922879848,4.731247399933636
61,-1.837478948456162,4.8675905000418425
62,-1.8317970988278016,4.754639999940991
63,-1.8312827456253788,4.890803099959157
64,-1.8379320100167984,4.822704200050794
65,-1.8355715930371068,4.6757766000228
66,-1.831502957566482,4.808952999999747
67,-1.8414122723681037,4.694498399971053
68,-1.8239865796587913,4.963787899934687
69,-1.8429356761940354,4.705993099953048
70,-1.8225271925753106,4.934111600043252
71,-1.8346146706113127,4.871485099894926
72,-1.8296386667539366,4.680153500055894
73,-1.8374056384430004,4.8799405000172555
74,-1.8430187100790043,4.688583599985577
75,-1.7871885224731474,4.888728899997659
76,-1.8475280593637982,4.693045899970457
77,-1.8246246688073773,4.935672799940221
78,-1.840408486765267,4.9535331999650225
79,-1.8352842755481802,4.960263399989344
80,-1.8373843144274213,5.007616300019436
81,-1.8360764729593055,5.073895499925129
82,-1.7981103538100778,4.969594300026074
83,-1.7349112248992618,4.720362900057808
84,-1.8312836003843864,5.093312999932095
85,-1.8335408992002955,5.106777700013481
86,-1.839183716875455,4.768335299915634
87,-1.840426131429307,5.173337900079787
88,-1.8315227045608318,5.167234700056724
89,-1.8203001624273598,5.272770799929276
90,-1.8402027391146099,4.780822400003672
91,-1.8228299776454948,4.968760599964298
92,-1.8314858118429305,4.996208199998364
93,-1.7186395921130293,4.716080299927853
94,-1.8433475574639133,4.987879400025122
95,-1.824105001916858,4.754382500075735
96,-1.8362706301470095,4.968780700000934
97,-1.830920090536024,5.23124039999675
98,-1.8017851604412225,5.270214300020598
99,-1.824317586043229,5.011737099965103
100,-1.8332922985607238,4.71764719998464
