optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.9098799,-1.95239,-1.7184278,-1.92053005,-1.8945034500000004,0.04386338854574756,0.0006303885457474845,0.1486772114542525,0.028971238545747457,0.05445048854574758,0.01,13.882739050081
