optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.8130284600000004,-1.8438549613333337,-1.7659718946666667,-1.8224780973333339,-1.8034551883333338,0.05407655145425205,0.02325005012091874,0.10113311678758574,0.044626914120918515,0.0636498231209186,0.0,61.356955950001066
