optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-2.788351267663681,-2.9016613923681898,-2.3409564369823777,-2.8204253535605535,-2.7528053258615524,0.9212462562094286,0.4738514255281252,1.0345563809139373,0.8857003144072997,0.9533203421063012,0.0,2.454508999999234
