optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-2.7666928610000006,-2.9471976280000005,-2.3049119159999987,-2.844795483499999,-2.674049364000001,0.8995878495457481,0.4378069045457462,1.080092616545748,0.8069443525457484,0.9776904720457468,0.0,33.77173209999819
