optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.7752754500000014,-1.815032474666668,-1.4375692040000003,-1.7878149943333341,-1.7435324673333332,0.09182956145425103,0.0520725367875845,0.4295358074542521,0.07929001712091838,0.12357254412091928,0.0,32.89601210000001
