optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.6280316753333337,-1.6914896626666678,-1.374549326666667,-1.6495783866666671,-1.589501104333334,0.23907333612091886,0.17561534878758467,0.4925556847875854,0.21752662478758522,0.2776039071209185,0.0,136.52005240000108
