optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.7880942672359204,-1.8188911000229395,-1.5227154890612191,-1.8009852561726891,-1.7766075492930704,0.0790107442183321,0.04821391143131293,0.34438952239303333,0.06611975528156322,0.09049746216118215,0.0,2.4567462499999237
