optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.659281896,-1.698597112,-1.5638808400000002,-1.6693045800000001,-1.650049409,0.20782311545425247,0.16850789945425237,0.3032241714542523,0.1978004314542523,0.21705560245425243,0.0,25.937294600000314
