optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.87504408,-1.89102834,-1.827775,-1.88181444,-1.86494424,0.010854078545747492,0.00023099145425242718,0.03933001145425252,0.005195140727126291,0.01529880354574753,0.07,12.392113649984822
