costF,reported_energy_mean,reported_energy_median,reported_energy_min,reported_energy_max,reported_energy_q25,reported_energy_q75,error_mean,error_median,error_min,error_max,error_q25,error_q75,reported_success_rate,time_median,energy_diff_mean,energy_diff_median,energy_diff_min,energy_diff_max,energy_diff_q25,energy_diff_q75,actual_success_rate,actual_energy_median,actual_error_median
gate_noise_5k,-1.6462277014,-1.6491602699999999,-1.698753116,-1.4901479640000002,-1.663544565,-1.635160111,0.2208773100542524,0.21794474145425247,0.16835189545425244,0.3769570474542523,0.20356044645425247,0.23194490045425242,0.0,73.50947664999694,0.1870235512509953,0.18607780706413535,0.1331151761131768,0.22204715992582713,0.17886350472721263,0.1955013152049186,0.0,-1.8417694955306043,0.025335515923648133
gate_noise_exact,-1.6625102200285833,-1.6636490189816766,-1.6981778219544028,-1.552778002239696,-1.6787925524173684,-1.6505675855234896,0.2045947914256693,0.20345599247257584,0.16892718949984964,0.3143270092145565,0.1883124590368841,0.21653742593076286,0.0,9.15624564999598,0.1974150530587705,0.1972800197893041,0.16887495581620926,0.2322962871847325,0.18620252627582695,0.20860629750099663,0.54,-1.8658375064910877,0.001267504963164634
gate_noise_zne_linear_5k,-1.7343018013200007,-1.7546627973333344,-1.823495098666668,-1.5224832973333338,-1.7837081720000003,-1.70486379,0.13280321013425184,0.11244221412091804,0.043609912787584415,0.3446217141209187,0.08339683945425214,0.16224122145425224,0.0,74.50099475000025,0.02815317133499354,0.028093273429562915,0.0012799154128828594,0.05227058672924856,0.023204507783319228,0.03254396927677816,0.0,-1.7834326225614892,0.0836723888927633
gate_noise_zne_linear_exact,-1.7585441634059067,-1.7743899339603695,-1.8168086459967248,-1.514633729156469,-1.7901309412120296,-1.7498114256179425,0.10856084804834577,0.09271507749388297,0.05029636545752769,0.35247128229778335,0.07697407024222269,0.11729358583631005,0.0,9.459707199999684,0.06403918965664497,0.06406534473319181,0.04573270101011295,0.08164321453870294,0.05875466941506574,0.07031403152320831,0.01,-1.84139113837365,0.025713873080602356
noiseless,-1.8616432010306054,-1.8669646835615479,-1.8671049468383836,-1.7697983109472772,-1.8670841143030716,-1.865448628451403,0.005461810423647233,0.00014032789270457258,6.461586887773763e-08,0.09730670050697521,2.0897151180920837e-05,0.001656383002849593,0.74,6.612854400002107,5.395683899678261e-16,4.440892098500626e-16,0.0,1.9984014443252818e-15,2.220446049250313e-16,6.661338147750939e-16,0.74,-1.866964683561548,0.0001403278927042395
shot_noise_5k,-1.8562552668399999,-1.864290992,-1.87651164,-1.7032206760000002,-1.871022553,-1.852581979,0.01510094940359533,0.007152419454252379,0.00020768345425214996,0.1638843354542523,0.003765078545747591,0.014523032454252516,0.1,68.37725964999845,0.011603791716830228,0.011628740353830658,0.0013472772558920099,0.020739258053919185,0.009959521531660354,0.013115902890669606,0.01,-1.8526061345826617,0.014498876871590904
