optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.6393259255485908,-1.6929433615080582,-1.3979605712590892,-1.6518918132352967,-1.6234346916935483,0.22777908590566165,0.1741616499461942,0.4691444401951632,0.2152131982189558,0.24367031976070408,0.0,60.18248830000084
