optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.67530731,-1.7173299000000002,-1.62954914,-1.686796185,-1.6648674200000002,0.19179770145425235,0.14977511145425226,0.2375558714542525,0.1803088264542524,0.2022375914542523,0.0,17.91903794999962
