costF,reported_energy_mean,reported_energy_median,reported_energy_min,reported_energy_max,reported_energy_q25,reported_energy_q75,error_mean,error_median,error_min,error_max,error_q25,error_q75,reported_success_rate,time_median,energy_diff_mean,energy_diff_median,energy_diff_min,energy_diff_max,energy_diff_q25,energy_diff_q75,actual_success_rate,actual_energy_median,actual_error_median
gate_noise_exact_postzne_richardson_exact_sf1_2_3,-1.8588798719812707,-1.8598570183476462,-1.8635129717950396,-1.838772528654541,-1.8614263197475118,-1.8582733102063203,0.008225139472981828,0.0072479931066062875,0.0035920396592128423,0.028332482799711345,0.005678691706740735,0.008831701247932089,0.0,1.7841345,0.006374649060732715,0.006348961993058122,0.0034439923673172945,0.010692260350178229,0.0049556296682461976,0.007785897597003544,0.78,-1.866433795610237,0.0006712158440153049
gate_noise_zne_exponential_5k,-1.7712276751608684,-1.7913612536157486,-1.8602970044349985,-1.5019892668016812,-1.827546174074795,-1.73370772845364,0.09587733629338403,0.07574375783850384,0.006808007019253992,0.36511574465257124,0.03955883737945742,0.1333972830006126,0.0,34.54122085000199,0.006250081676757582,0.005736814588645389,5.3333230973784396e-05,0.022006031819427507,0.0033981112643090006,0.008287188824940006,0.0,-1.7892102562212955,0.07789475523295708
gate_noise_zne_exponential_5k_12particles,-1.844595480179227,-1.8473043238196944,-1.875287270531976,-1.768700120757046,-1.8562390486209701,-1.8364608584687983,0.02275522706206157,0.01980068763455789,0.0003021150752111623,0.09840489069720637,0.010865962833282394,0.030644152985454143,0.03,79.87164065001707,0.006868313875447079,0.005276315778095508,0.00020161808565832828,0.027815962618081613,0.0029014335747156728,0.01003042491504158,0.0,-1.8428112361558202,0.02429377529843224
gate_noise_zne_exponential_exact,-1.8052200951311186,-1.815683870463109,-1.8408365031413056,-1.5915946298013526,-1.8254520136791612,-1.8052986940694613,0.06188491632313383,0.051421140991143255,0.026268508312946803,0.27551038165289987,0.04165299777509135,0.06180631738479109,0.0,2.5672997500005295,0.03842501979530351,0.03896310814926007,0.025055051305612697,0.04869185088326544,0.03487565696153355,0.0417864149265052,0.18,-1.8563717408522422,0.010733270602010236
gate_noise_zne_exponential_exact_12particles,-1.831133287361252,-1.831710910648762,-1.8472385497141648,-1.8120288987808952,-1.8348607821416518,-1.8269120219595893,0.03597172409300051,0.03539410080549066,0.01986646174008766,0.055076112673357214,0.032244229312600514,0.040192989494663045,0.0,19.1519866999879,0.0348847193433923,0.03462286595020203,0.019842383615330084,0.04652965706569678,0.03207243834693829,0.039209014912365114,0.9,-1.8668165945790418,0.00028841687521063974
gate_noise_zne_linear_5k,-1.7521729205733338,-1.7676578500000006,-1.825814549333334,-1.4811567613333343,-1.7889650903333343,-1.739897334333334,0.11493209088091842,0.09944716145425181,0.04129046212091847,0.38594825012091816,0.07813992112091811,0.1272076771209184,0.0,35.44335134999892,0.027828188638379353,0.028430455673425947,0.005411771882114502,0.05127148119446079,0.021494287644589993,0.033477941241028764,0.0,-1.7952903617293328,0.07181464972491969
gate_noise_zne_linear_5k._4p_10factors(1-5.5),-1.6381635773187875,-1.6488552484848478,-1.6709462782303026,-1.5751613636606054,-1.6533401113212114,-1.6425148848969695,0.2289414341354651,0.21824976296940468,0.19615873322394983,0.291943647793647,0.21376490013304106,0.22459012655728294,0.0,30.89282330000424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8671050114542525
gate_noise_zne_linear_5k_12particles,-1.8106242001066672,-1.811179737333334,-1.8452959533333333,-1.7535007106666671,-1.8203416763333338,-1.804149941666667,0.05648081134758521,0.05592527412091852,0.021809058120919156,0.11360430078758532,0.04676333512091879,0.0629550697875853,0.0,63.39691385000333,0.030140126661038533,0.03003421535250106,0.013083194853408253,0.05414860550528244,0.0239832011885876,0.03520682060560326,0.0,-1.8438830758740172,0.02322193558023511
gate_noise_zne_linear_exact,-1.780075550198656,-1.7880942672359204,-1.8188911000229395,-1.5227154890612191,-1.8009852561726891,-1.7766075492930704,0.08702946125559638,0.0790107442183321,0.04821391143131293,0.34438952239303333,0.06611975528156322,0.09049746216118215,0.0,2.4529572000028566,0.06541982270822712,0.06552092750982175,0.04720623453923323,0.08249354088943339,0.05956344767551719,0.07124810944331611,0.21,-1.8584844497550712,0.00862056169918135
gate_noise_zne_linear_exact_12p_10factors(1-5.5),-1.7465263739626247,-1.7482171264779192,-1.778000181337516,-1.7060796429899563,-1.7584139175257976,-1.7343390478677962,0.12057863749162775,0.1188878849763334,0.08910483011673653,0.16102536846429616,0.108691093928455,0.1327659635864561,0.0,16.164814149997255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8671050114542525
gate_noise_zne_linear_exact_12particles,-1.8048962542202402,-1.806599257864483,-1.8269529368948976,-1.783497269348727,-1.8111209663876717,-1.7973963559863342,0.062208757234012,0.06050575358976962,0.04015207455935488,0.08360774210552546,0.05598404506658072,0.06970865546791821,0.0,5.75130404997617,0.060338166544543645,0.059166905891677946,0.04012241026103647,0.08245099215499696,0.05543412196083525,0.06621827181819367,0.78,-1.8667493602633949,0.00035565119085756436
gate_noise_zne_linear_exact_4p_10factors(1-10),-1.5148124448444187,-1.500636965436126,-1.597996021552925,-1.408203320809281,-1.5907347999028256,-1.4764911165209362,0.35229256660983366,0.36646804601812644,0.2691089899013275,0.45890169064497144,0.2763702115514268,0.3906138949333162,0.0,2.437539599995944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8671050114542525
gate_noise_zne_linear_exact_4p_10factors(1-5.5),-1.6736744762896236,-1.668399932622946,-1.7368616877687812,-1.6058599302580148,-1.6906101976339,-1.6666406331644772,0.1934305351646286,0.1987050788313065,0.1302433236854712,0.2612450811962377,0.17649481382035237,0.20046437828977526,0.0,2.4980830999993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8671050114542525
gate_noise_zne_mitiq_linear_5k,-1.6177116787200005,-1.6298597720000008,-1.6889799346666667,-1.5026023653333342,-1.6479836213333336,-1.5960785163333342,0.24939333273425185,0.2372452394542517,0.1781250767875857,0.3645026461209182,0.2191213901209187,0.2710264951209183,0.0,133.07163234999462,0.16469547501477197,0.16579967614340252,0.09459134522604118,0.19602437100721026,0.15462838956531488,0.17562660913001998,0.0,-1.7996518595982258,0.06745315185602663
gate_noise_zne_mitiq_linear_exact,-1.6335427762215924,-1.640962298034109,-1.6912446056629566,-1.3979605712590892,-1.6516654370479789,-1.6238237268461642,0.23356223523265998,0.22614271342014347,0.1758604057912958,0.4691444401951632,0.21543957440627365,0.24328128460808834,0.0,60.64083704999939,0.2061858049533753,0.20714151360437316,0.13173496453210554,0.2339254203308616,0.1995548822697888,0.2160861476472512,0.09,-1.8522391032601029,0.014865908194149569
gate_noise_zne_mitiq_richardson_5k,-1.6383242823199986,-1.6489711639999973,-1.7469642919999986,-1.4659895959999991,-1.6818857139999972,-1.6034252419999993,0.22878072913425382,0.21813384745425513,0.12014071945425386,0.40111541545425333,0.18521929745425536,0.26367976945425314,0.0,142.8358223499963,0.08344723513206809,0.08529403069453911,0.024863246543787465,0.13528150327646027,0.06656943410887056,0.10207245702401363,0.0,-1.7347390002721967,0.1323660111820557
gate_noise_zne_mitiq_richardson_exact,-1.6296976284852167,-1.6379630598277686,-1.678393594739983,-1.4393526073841052,-1.653801226363082,-1.6194062873942194,0.2374073829690357,0.229141951626484,0.1887114167142694,0.42775240407014725,0.2133037850911706,0.24769872406003302,0.0,74.79164685000433,0.20200503125530545,0.2043176915024414,0.15954008248845652,0.23051717203258248,0.19164593390076684,0.2150309809803172,0.08,-1.8484184086345596,0.0186866028196927
gate_noise_zne_richardson_5k,-1.83029333908,-1.849871494,-1.955914984,-1.5449972239999996,-1.8851981190000007,-1.7925702219999997,0.06073282546176536,0.041846882545747865,3.51594542524758e-05,0.32210778745425284,0.017541513272874565,0.07790895345425275,0.01,33.688742049984285,0.09688738751133748,0.0974132255633402,0.054512148930714543,0.14512291815879852,0.08806858208541762,0.10600277773152683,0.0,-1.755607374698025,0.11149763675622737
gate_noise_zne_richardson_5k_12particles,-1.91208501176,-1.9165297879999996,-1.9555468800000009,-1.8298869400000004,-1.9310890729999997,-1.8977825909999997,0.04741024205842802,0.049424776545747284,0.0009166634542527863,0.08844186854574843,0.031980819545747496,0.06398406154574715,0.01,77.24965505000728,0.10208716848815609,0.10244972551465725,0.05669660905330387,0.14077396306077405,0.094236558169917,0.11067026656636014,0.0,-1.815992812146662,0.05111219930759037
gate_noise_zne_richardson_exact,-1.8372759324608396,-1.848902613633701,-1.860510477003589,-1.7026208664329316,-1.8552031547783823,-1.8374166832011776,0.029829078993412916,0.01820239782055144,0.006594534450663492,0.1644841450213208,0.011901856675870237,0.029688328253074936,0.0,2.5478257500071777,0.009043703002683479,0.009226630760406196,0.005952781789140937,0.012361772784171166,0.00816530847997976,0.010017434804839909,0.14,-1.85819119864692,0.008913812807332389
gate_noise_zne_richardson_exact_12particles,-1.8572860034445153,-1.8579347872437753,-1.8630717119998168,-1.8393306274645156,-1.8598637943538323,-1.8562188886317537,0.009819008009737135,0.009170224210477307,0.004033299454435646,0.02777438398973686,0.00724121710042025,0.01088612282249879,0.0,8.58389324999007,0.0087029709566132,0.008713657372820482,0.003998886457929007,0.012930613889096332,0.007125460219542024,0.010228339248510465,0.89,-1.8670054358929462,9.957556130624212e-05
noiseless,-1.8660660732904872,-1.867052215348819,-1.8671050100869784,-1.84701941642291,-1.867099293803828,-1.8668500033964541,0.0010389381637651574,5.279610543351687e-05,1.3672740717396437e-09,0.02008559503134255,5.717650424397203e-06,0.0002550080577984337,0.89,1.3733916500059422,6.061817714453355e-16,4.440892098500626e-16,0.0,2.220446049250313e-15,2.220446049250313e-16,8.881784197001252e-16,0.89,-1.867052215348818,5.279610543429403e-05
shot_noise_100,-1.9038392659999999,-1.9092426,-1.9445328,-1.7953840000000003,-1.92029945,-1.8941071999999999,0.04103220083659804,0.043019488545747775,0.0008828114542525078,0.0774277885457475,0.027735438545747615,0.05350103854574778,0.01,16.317783499998768,0.09499954421805076,0.09241727968929181,0.04250944147202418,0.17330584623052592,0.08123053143981646,0.10246465138115185,0.0,-1.8172504699322944,0.04985454152195801
shot_noise_10k,-1.8645722512,-1.8665610259999998,-1.873739542,-1.82614932,-1.8695868125,-1.8625471085,0.005424173127255163,0.003426503999999997,0.00010474145425254378,0.040955691454252374,0.0015832665457476414,0.005626886272873777,0.25,36.13011750000442,0.008072635598300333,0.007906419821031352,0.005258288640417552,0.010865033451298967,0.007217166600773317,0.009008622645058695,0.0,-1.8585765246810246,0.008528486773227817
shot_noise_1k,-1.8713182484000002,-1.8732140000000004,-1.89099352,-1.82987788,-1.881355535,-1.864550915,0.011349016105554166,0.011560540000000064,0.0004443314542521559,0.03722713145425249,0.005461018545747542,0.016195993545747578,0.04,17.99557885000104,0.026847506229882967,0.026125747745944006,0.015456394015962882,0.04364727097304244,0.023578482565492054,0.02959938665581835,0.0,-1.8464200775463926,0.02068493390785975
shot_noise_5k,-1.86646320368,-1.86855818,-1.879799572,-1.835189092,-1.87271258,-1.8624539800000002,0.006624890109149517,0.005376648000000039,2.0840545747580208e-05,0.03191591945425243,0.0024422722728737467,0.009494858727125965,0.17,25.70131179999953,0.012048909713014106,0.01208690303637494,0.0010352726647100408,0.019194827053506724,0.010607178242685034,0.013787353639142241,0.0,-1.856762395328655,0.010342616125597504
