optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.867052215348819,-1.8671050100869784,-1.84701941642291,-1.867099293803828,-1.8668500033964541,5.279610543351687e-05,1.3672740717396437e-09,0.02008559503134255,5.717650424397203e-06,0.0002550080577984337,0.89,1.484187150024809
