optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.6687605859699084,-1.697689035571278,-1.634622001993926,-1.6822630798744491,-1.6590972758780946,0.19834442548434417,0.16941597588297452,0.23248300946032652,0.18484193157980322,0.20800773557615787,0.0,1.787981249999575
