optimizer,energy_median,energy_min,energy_max,energy_q25,energy_q75,error_median,error_min,error_max,error_q25,error_q75,success_rate,time_median
mpi_hopso,-1.806599257864483,-1.8269529368948976,-1.783497269348727,-1.8111209663876717,-1.7973963559863342,0.06050575358976962,0.04015207455935488,0.08360774210552546,0.05598404506658072,0.06970865546791821,0.0,4.954213500000151
