run,final_energy,time
1,-1.8148381582766875,5.184637600090355
2,-1.8328341948267617,4.95477749989368
3,-1.8329203009532158,4.95535030006431
4,-1.7803537643899339,5.475435399916023
5,-1.840918998465702,6.208557800156996
6,-1.761443139676759,6.392794700106606
7,-1.7872323618672508,6.219868399901316
8,-1.8292768966401505,6.2128111000638455
9,-1.8137444162379852,6.535303300013766
10,-1.842284897236767,6.209746100008488
11,-1.7613626411164298,6.538902699947357
12,-1.807591243359384,6.223208400188014
13,-1.8337165017109642,6.3127348001580685
14,-1.8187832695542063,6.388206700095907
15,-1.8302382986736285,6.2134740999899805
16,-1.8241661135040674,6.491943500004709
17,-1.836506282840337,6.220384600106627
18,-1.7749200790757103,6.324656100012362
19,-1.838251663771495,6.423745700158179
20,-1.8445182490840153,6.233954899944365
21,-1.821015152756424,6.517443699995056
22,-1.7640775559678283,6.222366699948907
23,-1.8258542108376765,6.286050100112334
24,-1.8426644324626409,6.387167299864814
25,-1.829334682437041,6.202885499922559
26,-1.8266857018326859,6.543469800148159
27,-1.8363363951886709,6.2215063001494855
28,-1.8310561478783973,6.401288899825886
29,-1.8281578487473664,6.316874600015581
30,-1.8355146364232922,6.194057299988344
31,-1.797374464891437,6.510287499986589
32,-1.8294644373899767,6.248573299963027
33,-1.8228790080035142,6.514355899998918
34,-1.8302537246648922,6.262296099914238
35,-1.8108110559859736,6.223584600025788
36,-1.834678030494682,6.511432100087404
37,-1.8334360674816532,6.215605100151151
38,-1.8105172820072601,6.4863300998695195
39,-1.8266138225462203,6.211193599971011
40,-1.838694003591269,6.334870900027454
41,-1.7393030038653026,6.385534100001678
42,-1.7649986289175241,6.226635199971497
43,-1.8361567867460067,6.553892299998552
44,-1.839077581872745,6.245167900109664
45,-1.8194576703961765,6.310865400126204
46,-1.8325693575749147,6.399298999924213
47,-1.838838854316013,6.234758700011298
48,-1.7354661417889017,6.51663660001941
49,-1.8185565993356423,6.2125307999085635
50,-1.8192666005050424,6.333516799844801
51,-1.7838929817876272,6.391671300167218
52,-1.8258000599073894,6.21853409986943
53,-1.8219088401364651,6.540485100122169
54,-1.8243354568993808,6.220296700019389
55,-1.8214101287440467,6.339819099986926
56,-1.807186635782128,6.400772100081667
57,-1.8327382297094208,6.219505900051445
58,-1.831822379430007,6.527768700150773
59,-1.8416554917519539,6.252146799815819
60,-1.8304234610911654,6.353017200017348
61,-1.8356628292702772,6.442025300115347
62,-1.8313603037297221,6.198521800106391
63,-1.8337574930704192,6.505784600041807
64,-1.746922939906589,6.200918099842966
65,-1.8303111448263003,6.325651099905372
66,-1.7828221224072403,6.38269850006327
67,-1.8349635035552017,6.188470300054178
68,-1.7382518032611138,6.485064100008458
69,-1.8137131588925521,6.194671700010076
70,-1.8434726818002987,6.324722399935126
71,-1.8322144285889073,6.42987610003911
72,-1.8392429873971436,6.3399225999601185
73,-1.8132879900069871,6.401190799893811
74,-1.817667774902827,6.201813600026071
75,-1.721349537312328,6.298535200068727
76,-1.8417362079288147,6.397160799941048
77,-1.8247264146593294,6.325489399954677
78,-1.832647689918021,6.40903600002639
79,-1.8318669395037352,6.225065700011328
80,-1.7967526344778113,6.393684499897063
81,-1.8284771055930822,6.323393299942836
82,-1.8433492334936168,6.331602000165731
83,-1.8343979055059616,6.410590799991041
84,-1.8306388495417765,6.2237446999643
85,-1.8221057093809498,6.506783399963751
86,-1.83834092063864,6.216445900034159
87,-1.8237263821566854,6.269329900154844
88,-1.8074520359431374,6.375549399992451
89,-1.830655566572332,6.217360300011933
90,-1.8096552785332816,6.489777300041169
91,-1.8397263604949743,6.2265250000637025
92,-1.8244451507528,6.319403100060299
93,-1.8193248891923643,6.424020399805158
94,-1.736949381375068,6.236192099982873
95,-1.8361332477692438,6.539058099966496
96,-1.8351952085558905,6.21700150007382
97,-1.833166503751656,6.327516600023955
98,-1.7882882828334643,6.396046299953014
99,-1.83735077299688,6.334307299926877
100,-1.8254849708870302,6.394506399985403
