run,final_energy,time
1,-1.8671045077907948,3.469074900029227
2,-1.8670987548680218,3.5144605999812484
3,-1.8670976540012685,3.652516199974343
4,-1.8670578228567303,3.4591416001785547
5,-1.8669022923591574,3.477555900113657
6,-1.8670560584916658,3.690962600056082
7,-1.8671029915804598,3.4652340000029653
8,-1.8670530460464172,3.452433400088921
9,-1.8669839663544117,4.207527799997479
10,-1.867052136852596,4.107448700116947
11,-1.8616481950158803,4.1004703999497
12,-1.8667861150281142,4.374019599985331
13,-1.867030570482277,4.104806700022891
14,-1.866932468132561,4.101205500075594
15,-1.866902312002715,4.335250800009817
16,-1.8670892461955155,4.08359370008111
17,-1.8667038968716092,4.110524700023234
18,-1.866714270741728,4.33093659998849
19,-1.8668303193581053,4.087294799974188
20,-1.8655914278050407,4.147145499940962
21,-1.8664572271009716,4.37145909992978
22,-1.8670861276681048,4.102930699940771
23,-1.8671021154192753,4.121334699913859
24,-1.8615809677118702,4.317801899975166
25,-1.8670891858758623,4.105381099972874
26,-1.8671036366098879,4.113312799949199
27,-1.8670358499186483,4.333066700026393
28,-1.8671050109788556,4.3614568000193685
29,-1.866837333198727,4.404681200161576
30,-1.8670574810388354,4.56734580011107
31,-1.8670962189350653,4.22356679989025
32,-1.867094031858648,4.133730900008231
33,-1.8669475019998474,4.3268477998208255
34,-1.8669952384496242,4.089975099777803
35,-1.8670339068759592,4.0989006999880075
36,-1.8657840280731852,4.32769659999758
37,-1.8617059236502334,4.118710400070995
38,-1.8670388841220584,4.112658400088549
39,-1.8671038072955635,4.328430800000206
40,-1.8589502459522897,4.092068600002676
41,-1.8670953954802771,4.118766800034791
42,-1.8670531425416725,4.394469799939543
43,-1.8471302305439692,4.1516527000349015
44,-1.8472358589063307,4.1348703999537975
45,-1.867059146577772,4.333548299968243
46,-1.8671043163270742,4.190612300066277
47,-1.8670763358803617,4.224339600186795
48,-1.8670992848878287,4.266711100004613
49,-1.866956872950059,4.074724999954924
50,-1.867103707293443,4.286671099951491
51,-1.8670261847450906,4.176355599891394
52,-1.8668739125703664,4.096568500157446
53,-1.8670789899265006,4.328622900182381
54,-1.866807584872727,4.097045799950138
55,-1.8671042242150755,4.118831899948418
56,-1.8671050112553442,4.33377780020237
57,-1.8669095034464254,4.093442999990657
58,-1.8670491321963714,4.100264600012451
59,-1.8663750501029757,4.331481700064614
60,-1.867084536479358,4.088840599870309
61,-1.8656230406905183,4.098393299849704
62,-1.8670099131004745,4.338616899913177
63,-1.8662772444773799,4.091851499862969
64,-1.8658056911090166,4.102200200082734
65,-1.8671045040657317,4.33119810000062
66,-1.8671010068918288,4.087844300083816
67,-1.8671014479547694,4.1084570998791605
68,-1.866900327128251,4.403586100088432
69,-1.8671019689636197,4.09657850000076
70,-1.8669193438605656,4.100569099886343
71,-1.863518912360556,4.299136700108647
72,-1.8667640304761808,4.066608700202778
73,-1.8655027504430708,4.098215200006962
74,-1.866412640279595,4.336900899885222
75,-1.8671048691334688,4.083692100131884
76,-1.8665864469938955,4.077970300102606
77,-1.8650013613358272,4.3051951001398265
78,-1.866938139864499,4.07896660012193
79,-1.8630464676204488,4.095334599958733
80,-1.8668734989552562,4.312771199969575
81,-1.8671042596999434,4.058406600030139
82,-1.8671027846138564,4.087172199971974
83,-1.8670956534009773,4.3115267001558095
84,-1.8670537652380423,4.075505099957809
85,-1.8669963300645802,4.099789199884981
86,-1.8670998817232938,4.306568499887362
87,-1.8671014210248875,4.097155099967495
88,-1.8669828802403778,4.083244200097397
89,-1.8670657107737134,4.305538499960676
90,-1.8669661453320732,4.07964410004206
91,-1.866763687910596,4.087819600012153
92,-1.8666723916315764,4.302293000044301
93,-1.8671044224604998,4.074818199966103
94,-1.8669430521787214,4.083856099983677
95,-1.8671043467591966,4.313659699866548
96,-1.867061947559145,4.095391500042751
97,-1.8661940805433497,4.113339500036091
98,-1.8647846224942506,4.310512100113556
99,-1.867084577157494,4.087376399897039
100,-1.8671040978510969,4.095881900051609
