-0.888737683700133,-0.8731954131696866,-0.8605954582412806
-0.961069340787467,-0.9386435798382375,-0.9199585512567013
-0.930646367755463,-0.8946428309782517,-0.8678819073107314
-1.080303309671431,-1.0198033833330185,-0.9724302131698596
-0.9342192799397672,-0.9079074883523719,-0.8870375676357978
-0.9550845337185057,-0.9345324611402757,-0.9163521178436803
-0.703765126586247,-0.7293715096460409,-0.7488753537908974
-0.9271815613424984,-0.9014657624557462,-0.8811885750983961
-0.8400500745169751,-0.8216929057008071,-0.8101446343630141
-0.7113159723619777,-0.7343499825107995,-0.7518635349655328
-0.811829447119606,-0.8190168489358718,-0.8235247877508091
-0.4966706483641231,-0.5553506019574377,-0.6023313462291605
-0.8974638957144108,-0.8769816601645699,-0.8609766813866682
-1.2005413065426307,-1.112778799676365,-1.0445843096428793
-0.8646096501059698,-0.8510042130328377,-0.840920635853338
-0.6247071712843285,-0.659202285623242,-0.6862089190386833
-0.6331784457928771,-0.6715114458450037,-0.7015234844272278
-0.763409153400964,-0.7632238175451875,-0.7646144152083186
-0.7506441589072672,-0.7548244874732765,-0.7594103127906355
-0.6862288107910777,-0.7256238652536556,-0.7555369050233494
-0.6868381165474088,-0.7019803439991356,-0.7159157719399273
-0.8624197981110706,-0.8505336729769594,-0.8413734072838204
-0.7627837408450148,-0.7704031021322401,-0.7767119347331228
-0.8706303063398187,-0.8601533552160849,-0.8513349824482633
-0.7461491810373375,-0.7598576039359596,-0.770209405051876
-0.9967514104896494,-0.9601091088253391,-0.9306067434347872
-0.8409622104852308,-0.8371984136983479,-0.8338035489138047
-0.9824592086214378,-0.953575317155128,-0.9288836450810286
-0.8630107750757321,-0.8536333005765974,-0.8458558832864631
-1.0649525458193387,-1.0100002503129881,-0.9665770516828972
-0.5847699038652694,-0.6398998218745928,-0.6826944573562068
-0.7713026700878817,-0.7681589737709293,-0.7674444524973896
-0.7015226693603228,-0.7262829445178909,-0.7447273499259885
-0.8290692058027269,-0.8169560339984714,-0.8089902926089299
-0.9002099395234194,-0.8886299054847565,-0.8780328370554253
-0.4979765612354749,-0.567014608610658,-0.6206792104238585
-0.6379554515310394,-0.6826908760689169,-0.7157020433734133
-0.9373522129478675,-0.9015120510627411,-0.8759029866334848
-0.8313204625411027,-0.8102961873129696,-0.7962198156616239
-0.5064369314665993,-0.5835547722736382,-0.6431071974969597
-0.8044610446230577,-0.8070152878925454,-0.8086350696641935
